Time,Rsen1,Rsen2,Rref1,Rref2,Vsen1,Vsens1,Vref1,Vref2,T,H,Ttop,Tbot,Sampling Period
10.318705320358276,154.9471,133.2077,168.2489,143.9311,112.2572,96.97,121.5392,104.529,19.16,-1397.833618,18.27,19.76,10.318705320358276
20.524877548217773,154.9466,133.2294,168.2376,143.9552,112.2568,96.9854,121.5314,104.5459,19.14,10.199992,19.76,19.47,10.206172227859497
30.52253746986389,154.9516,133.2216,168.2665,143.9529,112.2603,96.9799,121.5514,104.5444,19.13,9.999993,18.88,18.88,9.997659921646118
40.52283334732056,154.9477,133.2422,168.2795,143.9753,112.2576,96.9944,121.5605,104.5601,19.14,9.999994,18.88,19.18,10.000295877456665
50.525819301605225,154.9679,133.2355,168.2608,143.9686,112.2717,96.9897,121.5475,104.5554,19.15,9.999989,19.47,19.47,10.002985954284668
60.52746057510376,154.9792,133.2527,168.2767,144.024,112.2796,97.0019,121.5585,104.5943,19.15,9.999988,19.18,19.18,10.001641273498535
70.52295064926147,154.9859,133.2433,168.2936,143.9843,112.2843,96.9952,121.5703,104.5664,19.16,9.999992,19.18,18.88,9.995490074157715
80.52378988265991,154.9854,133.27,168.293,144.0145,112.2839,97.0141,121.5699,104.5876,19.13,9.999988,18.27,18.88,10.000839233398438
90.5214512348175,155.0112,133.2605,168.3123,144.0341,112.302,97.0074,121.5833,104.6014,19.13,9.999989,18.88,19.76,9.997661352157593
100.52312445640564,155.0011,133.2717,168.2925,144.0827,112.295,97.0153,121.5695,104.6356,19.13,9.99999,18.88,19.47,10.001673221588135
110.72690200805664,155.0197,133.2878,168.3247,144.057,112.3079,97.0267,121.5919,104.6175,19.14,10.199992,19.47,20.05,10.203777551651001
120.72875165939331,155.0241,133.2867,168.3456,144.0682,112.3111,97.0259,121.6065,104.6254,19.12,9.999992,18.88,20.05,10.00184965133667
130.52843046188354,155.0416,133.2979,168.3445,144.0978,112.3233,97.0338,121.6057,104.6463,19.12,9.79999,19.76,19.47,9.799678802490234
140.7318410873413,155.0326,133.3095,168.3581,144.0945,112.317,97.042,121.6152,104.6439,19.12,10.199993,18.88,19.76,10.203410625457764
150.73166489601135,155.0635,133.3073,168.3632,144.0777,112.3386,97.0404,121.6187,104.6321,19.13,9.999988,18.88,19.47,9.999823808670044
160.72641253471375,155.0556,133.309,168.3846,144.0615,112.3331,97.0416,121.6337,104.6207,19.09,9.999988,19.47,20.05,9.994747638702393
170.72969698905945,155.0804,133.3095,168.3897,144.0469,112.3504,97.042,121.6372,104.6105,19.13,9.999986,19.18,20.05,10.003284454345703
180.72739052772522,155.0843,133.3374,168.4073,144.0559,112.3532,97.0617,121.6494,104.6168,19.1,9.999988,18.88,19.18,9.997693538665771
190.72927474975586,155.0944,133.3346,168.4118,144.0491,112.3603,97.0597,121.6525,104.612,19.11,9.99999,19.18,18.88,10.00188422203064
200.7287995815277,155.0854,133.3268,168.4016,144.038,112.354,97.0542,121.6455,104.6042,19.12,9.999987,20.33,19.76,9.99952483177185
210.72642922401428,155.1146,133.3569,168.409,144.0066,112.3744,97.0754,121.6506,104.5821,19.09,9.999991,18.88,19.47,9.997629642486572
220.72304153442383,155.1276,133.3585,168.4474,144.0134,112.3835,97.0766,121.6773,104.5869,19.09,9.999991,19.76,19.76,9.996612310409546
230.7207019329071,155.1073,133.3669,168.4276,144.0117,112.3693,97.0825,121.6636,104.5857,19.1,9.999991,19.47,19.76,9.997660398483276
240.7233464717865,155.1248,133.3658,168.4361,144.01,112.3815,97.0817,121.6694,104.5845,19.07,9.999989,18.88,20.61,10.002644538879395
250.72847056388855,155.1248,133.3697,168.4474,144.0156,112.3815,97.0845,121.6773,104.5884,19.1,9.999991,19.47,19.76,10.00512409210205
260.73133635520935,155.1326,133.3736,168.4525,144.0508,112.387,97.0872,121.6809,104.6132,19.09,9.999996,20.05,20.61,10.0028657913208
270.72899651527405,155.1371,133.3936,168.4576,144.0078,112.3902,97.1014,121.6844,104.5829,19.08,9.999991,19.18,20.05,9.997660160064697
280.7298791408539,155.1529,133.4137,168.5051,144.0268,112.4012,97.1156,121.7174,104.5963,19.08,9.999998,20.05,20.61,10.000882625579834
290.73065161705017,155.1591,133.4109,168.487,144.0139,112.4055,97.1136,121.7049,104.5872,19.07,9.999996,19.18,20.33,10.000772476196289
300.73129630088806,155.1697,133.4203,168.5056,144.0436,112.413,97.1203,121.7178,104.6081,19.07,9.999993,19.76,20.61,10.00064468383789
310.73069047927856,155.1782,133.4331,168.526,144.0553,112.4189,97.1293,121.732,104.6164,19.09,9.999992,19.47,20.61,9.999394178390503
320.7286717891693,155.1844,133.4259,168.5305,144.0436,112.4232,97.1242,121.7351,104.6081,19.09,9.999992,20.33,21.44,9.997981309890747
330.93227910995483,155.2068,133.432,168.53,143.9954,112.4389,97.1286,121.7348,104.5743,19.08,10.199992,19.76,20.05,10.203607320785522
340.7319073677063,155.2175,133.4437,168.5413,144.0575,112.4464,97.1368,121.7426,104.6179,19.07,9.799988,20.05,20.05,9.799628257751465
350.9323482513428,155.2142,133.4515,168.5503,144.0693,112.444,97.1423,121.7489,104.6262,19.1,10.199994,19.47,20.33,10.200440883636475
360.93321084976196,155.2276,133.4799,168.5616,144.0587,112.4535,97.1624,121.7568,104.6187,19.07,9.999988,20.61,20.61,10.00086259841919
370.9344382286072,155.2501,133.4766,168.5752,144.0822,112.4692,97.16,121.7662,104.6352,19.09,9.99999,20.61,20.33,10.001227378845215
380.93209862709045,155.2473,133.4922,168.5713,144.048,112.4673,97.171,121.7635,104.6112,19.07,9.999987,20.05,20.05,9.997660398483276
390.9347586631775,155.2619,133.5005,168.6103,144.0352,112.4775,97.1769,121.7906,104.6022,19.08,9.999988,20.33,20.33,10.002660036087036
400.9330599308014,155.2816,133.5089,168.6346,144.0866,112.4912,97.1828,121.8075,104.6384,19.09,9.999988,20.33,20.05,9.998301267623901
410.9337103366852,155.2912,133.5178,168.6103,144.114,112.4979,97.1891,121.7906,104.6577,19.07,9.999991,20.33,20.05,10.000650405883789
420.9346203804016,155.3047,133.5245,168.6464,144.0917,112.5074,97.1939,121.8158,104.6419,19.08,9.999987,20.33,20.05,10.00091004371643
430.93391823768616,155.2889,133.5389,168.6708,144.118,112.4964,97.2041,121.8327,104.6604,19.07,9.999993,20.05,20.89,9.999297857284546
440.93447852134705,155.3316,133.5495,168.6493,144.0894,112.5263,97.2116,121.8178,104.6404,19.07,9.999988,20.05,20.61,10.000560283660889
450.93213844299316,155.3288,133.5428,168.6945,144.1392,112.5243,97.2068,121.8492,104.6754,19.06,9.999994,20.61,20.89,9.997659921646118
460.934930562973,155.3339,133.5462,168.6719,144.1443,112.5278,97.2092,121.8335,104.6789,19.04,9.999992,20.33,21.17,10.002792119979858
470.9380452632904,155.3429,133.569,168.7064,144.1404,112.5341,97.2253,121.8575,104.6762,19.04,9.999993,19.76,20.89,10.003114700317383
480.93800258636475,155.3485,133.588,168.7115,144.1353,112.5381,97.2387,121.861,104.6726,19.04,9.999989,20.05,21.44,9.99995732307434
490.9330976009369,155.3693,133.5835,168.7505,144.1526,112.5526,97.2356,121.8882,104.6848,19.06,9.999992,19.76,20.61,9.995095014572144
500.93275570869446,155.3749,133.5997,168.7307,144.1555,112.5566,97.247,121.8744,104.6868,19.08,9.999997,19.76,20.33,9.999658107757568
510.9327144622803,155.3789,133.6119,168.7409,144.1778,112.5593,97.2556,121.8815,104.7025,19.06,9.999995,20.05,21.44,9.999958753585815
520.93332695961,155.3862,133.6186,168.7776,144.2231,112.5644,97.2603,121.9071,104.7344,19.04,9.999995,20.61,21.17,10.000612497329712
530.9339454174042,155.407,133.6297,168.7895,144.1929,112.579,97.2682,121.9153,104.7131,19.06,9.999998,20.05,20.89,10.00061845779419
540.9348204135895,155.407,133.6409,168.7658,144.2282,112.579,97.2761,121.8988,104.7379,19.06,9.999995,19.76,20.61,10.000874996185303
550.9353811740875,155.4345,133.6486,168.8161,144.2383,112.5983,97.2816,121.9338,104.745,19.06,9.999993,20.61,20.61,10.000560760498047
560.9330105781555,155.4267,133.6681,168.7969,144.2164,112.5927,97.2954,121.9204,104.7297,19.04,9.999997,21.17,21.17,9.997629404067993
570.9330177307129,155.4626,133.6743,168.8399,144.2439,112.6179,97.2997,121.9503,104.7489,19.04,9.999997,20.89,21.17,10.000007152557373
580.9363389015198,155.4525,133.6921,168.8523,144.3188,112.6108,97.3123,121.959,104.8016,19.03,9.999992,20.33,21.44,10.003321170806885
590.9392547607422,155.4722,133.7077,168.8523,144.2964,112.6246,97.3233,121.959,104.7859,19.06,10.000003,21.17,21.72,10.002915859222412
600.9258880615234,155.4936,133.7166,168.88,144.3216,112.6396,97.3296,121.9783,104.8036,19.02,9.999999,20.89,21.44,9.98663330078125
610.927481174469,155.4975,133.7227,168.8828,144.2785,112.6423,97.3339,121.9802,104.7733,19.04,9.999999,21.44,21.98,10.001593112945557
620.9294390678406,155.5076,133.7411,168.8868,144.3026,112.6494,97.3469,121.983,104.7902,19.03,9.999993,20.89,21.72,10.001957893371582
630.930704832077,155.5133,133.7506,168.8913,144.3155,112.6533,97.3536,121.9861,104.7993,19.04,9.999999,20.89,21.72,10.00126576423645
640.9331974983215,155.5352,133.7606,168.9394,144.3742,112.6687,97.3607,122.0196,104.8406,19.04,9.999995,21.44,21.44,10.002492666244507
650.9330506324768,155.5464,133.7929,168.9411,144.3591,112.6765,97.3835,122.0207,104.83,19.03,9.999995,21.17,21.98,9.999853134155273
661.1337471008301,155.5543,133.7929,168.9637,144.3563,112.682,97.3835,122.0365,104.828,19.06,10.2,20.61,21.44,10.200696468353271
671.1309225559235,155.565,133.7957,168.9496,144.3865,112.6895,97.3854,122.0266,104.8492,19.06,10.000003,20.61,21.44,9.997175455093384
681.1315994262695,155.579,133.8246,168.9982,144.3882,112.6994,97.4059,122.0605,104.8504,19.04,9.999996,20.61,21.44,10.00067687034607
691.1312265396118,155.588,133.8269,168.9818,144.3781,112.7057,97.4075,122.0491,104.8433,19.04,10.0,20.89,22.52,9.999627113342285
701.1273641586304,155.6122,133.8397,169.0208,144.4128,112.7226,97.4165,122.0762,104.8677,19.04,10.000003,20.89,21.98,9.996137619018555
711.1279580593109,155.6122,133.8413,169.0271,144.4218,112.7226,97.4177,122.0805,104.874,19.06,10.000006,20.89,21.17,10.000593900680542
721.1275653839111,155.6268,133.8475,169.0587,144.4106,112.7328,97.422,122.1026,104.8662,19.04,9.999997,21.17,21.17,9.99960732460022
731.1402966976166,155.6381,133.8831,169.0423,144.4542,112.7407,97.4472,122.0912,104.8968,19.02,9.999996,21.44,22.25,10.012731313705444
741.126992225647,155.6555,133.8848,169.0763,144.4777,112.7529,97.4484,122.1148,104.9134,19.04,10.000004,21.17,22.52,9.986695528030396
751.1288106441498,155.6746,133.9037,169.0644,144.485,112.7662,97.4618,122.1065,104.9185,19.04,9.999996,21.44,21.98,10.001818418502808
761.1309399604797,155.6774,133.9043,169.0898,144.5158,112.7682,97.4622,122.1242,104.9401,19.02,9.999996,21.98,21.44,10.002129316329956
771.1327745914459,155.6718,133.9232,169.0904,144.5309,112.7643,97.4755,122.1246,104.9507,19.01,10.0,21.17,22.52,10.001834630966187
781.1348135471344,155.7072,133.9288,169.0995,144.5477,112.789,97.4795,122.1309,104.9625,19.03,10.000001,21.17,22.52,10.002038955688477
791.1362266540527,155.7309,133.951,169.1555,144.5616,112.8056,97.4952,122.1698,104.9724,19.02,9.999997,21.17,22.52,10.001413106918335
801.1359028816223,155.7438,133.9811,169.156,144.5812,112.8146,97.5164,122.1702,104.9861,19.03,10.000002,21.98,22.78,9.99967622756958
811.1358516216278,155.7472,133.9956,169.1979,144.5891,112.817,97.5267,122.1993,104.9917,19.02,10.000007,22.25,22.52,9.999948740005493
821.1376903057098,155.7618,133.9928,169.2199,144.5924,112.8272,97.5247,122.2147,104.994,19.01,9.999999,21.98,22.25,10.001838684082031
831.1353166103363,155.782,133.9984,169.2205,144.6501,112.8414,97.5286,122.2151,105.0345,19.02,10.000002,22.25,22.25,9.997626304626465
841.132976770401,155.8045,133.9978,169.2233,144.6529,112.8571,97.5282,122.217,105.0365,19.01,9.999999,22.25,22.78,9.997660160064697
851.1431016921997,155.8107,134.0285,169.2284,144.6439,112.8614,97.5499,122.2206,105.0302,19.02,10.000009,21.98,22.52,10.010124921798706
861.140762090683,155.822,134.0418,169.2703,144.6786,112.8693,97.5593,122.2497,105.0546,19.04,10.000004,21.98,22.78,9.997660398483276
871.1429529190063,155.8383,134.0597,169.2788,144.6881,112.8807,97.5719,122.2556,105.0613,19.0,10.0,21.72,22.78,10.002190828323364
881.1367435455322,155.8534,134.092,169.3053,144.6976,112.8913,97.5947,122.2741,105.068,19.01,10.0,21.44,22.52,9.993790626525879
891.1365396976471,155.8692,134.0914,169.3065,144.7155,112.9023,97.5943,122.2749,105.0806,19.03,10.000006,21.72,22.78,9.999796152114868
901.1342005729675,155.8917,134.0992,169.3376,144.7676,112.9181,97.5998,122.2965,105.1171,19.01,10.000005,21.98,22.78,9.997660875320435
911.1441252231598,155.8979,134.1087,169.3523,144.7491,112.9224,97.6065,122.3067,105.1042,19.04,10.000003,22.25,22.78,10.00992465019226
921.1417860984802,155.9333,134.1382,169.3823,144.7334,112.9472,97.6274,122.3276,105.0931,19.0,10.000003,22.52,22.52,9.997660875320435
931.1394462585449,155.935,134.1482,169.3908,144.7525,112.9484,97.6345,122.3335,105.1065,18.99,9.999993,21.98,23.04,9.997660160064697
941.142448425293,155.9355,134.151,169.423,144.7547,112.9488,97.6364,122.3559,105.1081,19.0,10.000001,21.98,23.04,10.003002166748047
951.144561290741,155.9592,134.1716,169.4072,144.7916,112.9653,97.651,122.3449,105.1341,19.01,10.000006,23.04,22.25,10.002112865447998
961.1445002555847,155.9687,134.1894,169.4225,144.8023,112.972,97.6636,122.3555,105.1415,19.03,10.000003,21.72,23.04,9.99993896484375
971.1444339752197,155.9811,134.1956,169.4321,144.837,112.9806,97.6679,122.3622,105.1659,19.0,10.000003,21.72,23.29,9.99993371963501
981.1307094097137,155.9935,134.2251,169.4666,144.8308,112.9893,97.6887,122.3862,105.1616,19.0,10.000009,22.78,23.29,9.986275434494019
991.1323957443237,156.012,134.2351,169.4705,144.8375,113.0023,97.6958,122.389,105.1663,19.01,10.000007,22.52,22.78,10.001686334609985
1001.1337914466858,156.03,134.2379,169.5016,144.8884,113.0149,97.6978,122.4106,105.2021,19.0,10.000002,22.78,22.78,10.00139570236206
1011.1357274055481,156.0548,134.2485,169.5446,144.8767,113.0322,97.7053,122.4405,105.1939,19.02,10.000004,22.52,23.04,10.001935958862305
1021.1361875534058,156.057,134.2663,169.5146,144.9164,113.0337,97.7179,122.4196,105.2218,19.02,10.0,22.78,24.05,10.000460147857666
1031.136067867279,156.0739,134.268,169.5509,144.9573,113.0455,97.719,122.4448,105.2505,19.0,10.0,22.78,23.55,9.999880313873291
1041.1493508815765,156.0998,134.2919,169.5373,144.9617,113.0636,97.736,122.4354,105.2536,19.0,10.000008,22.78,23.55,10.013283014297485
1051.1339116096497,156.1054,134.3203,169.5825,144.9517,113.0676,97.756,122.4669,105.2466,19.02,10.000006,22.25,23.04,9.98456072807312
1061.3390135765076,156.138,134.3398,169.6244,144.955,113.0904,97.7698,122.496,105.2489,19.0,10.200005,22.78,23.29,10.20510196685791
1071.336644411087,156.1425,134.3382,169.6431,144.9825,113.0935,97.7686,122.5089,105.2682,19.02,10.000004,22.78,23.55,9.997630834579468
1081.3383021354675,156.1616,134.3459,169.6374,145.0021,113.1069,97.7741,122.505,105.282,19.01,10.000001,23.04,24.05,10.001657724380493
1091.339569568634,156.1819,134.3632,169.6714,145.0076,113.1211,97.7863,122.5286,105.2859,19.0,10.000002,22.25,23.55,10.001267433166504
1101.3372008800507,156.1909,134.3755,169.6815,145.0362,113.1274,97.795,122.5357,105.306,19.01,10.000004,23.04,23.55,9.997631311416626
1111.3371181488037,156.2173,134.395,169.7081,145.0452,113.1459,97.8087,122.5542,105.3123,19.02,10.000005,22.52,23.29,9.999917268753052
1121.3342282772064,156.2471,134.4083,169.6951,145.0782,113.1667,97.8182,122.5451,105.3355,19.01,9.999994,23.04,24.05,9.99711012840271
1131.144727230072,156.2589,134.4329,169.7381,145.0961,113.175,97.8355,122.575,105.3481,19.0,9.800005,22.52,24.05,9.8104989528656
1141.334480524063,156.2657,134.4423,169.7353,145.1397,113.1797,97.8422,122.5731,105.3787,19.03,10.200008,24.05,24.05,10.189753293991089
1151.3353452682495,156.273,134.459,169.763,145.0972,113.1848,97.854,122.5923,105.3488,18.99,9.999999,22.78,23.55,10.000864744186401
1161.3376364707947,156.2893,134.498,169.7947,145.1229,113.1962,97.8815,122.6144,105.3669,19.01,10.000001,23.04,23.29,10.002291202545166
1171.3388135433197,156.3045,134.5036,169.7907,145.1543,113.2068,97.8854,122.6116,105.389,19.0,10.000004,23.04,23.55,10.001177072525024
1181.3374347686768,156.3298,134.4991,169.8349,145.1431,113.2245,97.8823,122.6423,105.3811,19.01,10.000006,23.29,23.55,9.998621225357056
1191.337557554245,156.3467,134.5125,169.8468,145.1845,113.2363,97.8917,122.6506,105.4102,19.0,10.000014,23.04,24.55,10.000122785568237
1201.3352179527283,156.3489,134.542,169.849,145.1459,113.2379,97.9126,122.6521,105.3831,19.0,10.000007,23.29,23.29,9.997660398483276
1211.3379130363464,156.3737,134.5688,169.8507,145.1929,113.2552,97.9315,122.6533,105.4161,19.0,9.999997,23.04,23.55,10.002695083618164
1221.3387432098389,156.3894,134.5576,169.8892,145.2299,113.2662,97.9236,122.6801,105.4421,19.0,10.000004,23.29,23.8,10.000830173492432
1231.3364326953888,156.3967,134.5755,169.905,145.2707,113.2713,97.9362,122.6911,105.4708,18.99,10.000016,23.29,23.55,9.997689485549927
1241.3367648124695,156.4074,134.5922,169.9514,145.2629,113.2788,97.948,122.7233,105.4653,19.0,10.00001,23.04,23.29,10.000332117080688
1251.350047826767,156.4428,134.6156,169.9565,145.2948,113.3036,97.9645,122.7269,105.4877,19.0,10.000009,22.78,24.05,10.013283014297485
1261.3477067947388,156.4524,134.6301,169.9588,145.2925,113.3103,97.9747,122.7285,105.4861,19.0,10.000007,23.29,25.03,9.997658967971802
1271.3385741710663,156.462,134.6451,169.9865,145.2998,113.317,97.9854,122.7477,105.4913,19.03,10.000008,22.78,24.3,9.990867376327515
1281.338431596756,156.4923,134.664,169.991,145.3541,113.3382,97.9987,122.7509,105.5294,19.03,9.999997,24.05,25.03,9.999857425689697
1291.3360922336578,156.5283,134.683,170.0278,145.3843,113.3634,98.0121,122.7765,105.5507,19.0,10.00001,24.05,24.05,9.997660636901855
1301.3377845287323,156.5385,134.6769,170.0419,145.3978,113.3705,98.0078,122.7863,105.5601,19.02,10.000008,23.29,24.3,10.001692295074463
1311.3377175331116,156.5362,134.7036,170.0674,145.3692,113.3689,98.0267,122.804,105.54,19.0,10.00001,23.8,24.3,9.999933004379272
1321.3368883132935,156.5542,134.7309,170.0499,145.4067,113.3815,98.0459,122.7918,105.5664,19.0,10.000002,23.8,24.05,9.999170780181885
1331.3386926651,156.5919,134.7431,170.1268,145.4504,113.4079,98.0546,122.8453,105.5971,19.01,10.000006,23.8,24.3,10.00180435180664
1341.3385651111603,156.5869,134.7582,170.1461,145.4778,113.4043,98.0652,122.8587,105.6164,19.04,10.000011,23.8,24.3,9.99987244606018
1351.3384747505188,156.6279,134.7682,170.1206,145.4823,113.433,98.0723,122.841,105.6195,19.0,10.000005,23.55,24.05,9.99990963935852
1361.3471505641937,156.6319,134.7978,170.1608,145.5086,113.4358,98.0932,122.8689,105.638,19.01,10.000008,24.79,24.79,10.008675813674927
1371.3471393585205,156.6729,134.8111,170.167,145.5288,113.4645,98.1026,122.8732,105.6522,19.0,10.000003,23.55,24.3,9.999988794326782
1381.5366945266724,156.6802,134.8289,170.1783,145.5652,113.4696,98.1152,122.8811,105.6777,19.02,10.200002,24.05,25.03,10.189555168151855
1391.5431716442108,156.692,134.8395,170.2378,145.6004,113.4779,98.1227,122.9224,105.7025,19.02,10.000005,24.05,25.03,10.006477117538452
1401.5408029556274,156.7168,134.8462,170.2378,145.5702,113.4952,98.1274,122.9224,105.6813,19.02,10.000002,23.55,24.79,9.997631311416626
1411.540688276291,156.7179,134.8735,170.2632,145.6043,113.496,98.1467,122.9401,105.7053,19.03,10.000001,25.03,24.79,9.999885320663452
1421.5418887138367,156.737,134.883,170.2643,145.6301,113.5093,98.1533,122.9409,105.7234,19.03,10.000001,24.05,24.79,10.001200437545776
1431.5417110919952,156.7641,134.9003,170.2915,145.6323,113.5282,98.1655,122.9598,105.7249,19.02,10.000002,24.05,25.03,9.99982237815857
1441.5419747829437,156.7837,134.9031,170.2938,145.6486,113.542,98.1675,122.9613,105.7363,19.01,10.000003,24.55,25.03,10.000263690948486
1451.5421705245972,156.7972,134.9276,170.3543,145.6805,113.5514,98.1848,123.0034,105.7588,19.02,9.999999,24.55,24.55,10.000195741653442
1461.5398306846619,156.804,134.9465,170.3566,145.6788,113.5562,98.1982,123.005,105.7576,19.02,10.000005,24.55,24.3,9.997660160064697
1471.539820432663,156.8237,134.9632,170.36,145.6973,113.5699,98.21,123.0074,105.7706,19.04,10.000001,23.8,24.3,9.999989748001099
1481.5403339862823,156.8676,134.9811,170.3928,145.7426,113.6006,98.2226,123.0302,105.8024,19.01,9.999996,23.8,24.55,10.000513553619385
1491.5417048931122,156.8659,135.0106,170.3922,145.7712,113.5994,98.2434,123.0298,105.8225,19.04,9.999998,24.05,24.05,10.001370906829834
1501.5416498184204,156.894,135.0162,170.4245,145.7516,113.6191,98.2474,123.0522,105.8087,19.03,10.000005,24.05,24.3,9.999944925308228
1511.5455026626587,156.8912,135.0223,170.4353,145.7779,113.6171,98.2517,123.0597,105.8272,19.02,9.999997,24.79,25.28,10.003852844238281
1521.5474565029144,156.9193,135.0329,170.4681,145.8188,113.6368,98.2592,123.0825,105.8559,19.01,10.000002,24.3,25.51,10.001953840255737
1531.5487353801727,156.9373,135.0518,170.4981,145.8232,113.6494,98.2725,123.1034,105.8591,19.03,9.999998,24.3,25.28,10.0012788772583
1541.550791978836,156.9598,135.0786,170.5015,145.8389,113.6651,98.2914,123.1057,105.8701,19.0,10.000002,24.05,24.79,10.00205659866333
1551.5484204292297,156.9919,135.0864,170.523,145.8624,113.6876,98.2969,123.1207,105.8866,19.02,10.000001,23.8,25.75,9.997628450393677
1561.54172372818,156.9868,135.1109,170.5586,145.8815,113.684,98.3142,123.1455,105.9,19.01,10.000005,24.79,25.28,9.993303298950195
1571.5419340133667,157.0077,135.1209,170.5439,145.8876,113.6986,98.3213,123.1352,105.9043,19.02,10.000001,24.79,25.75,10.000210285186768
1581.541114807129,157.038,135.1304,170.6056,145.9128,113.7198,98.328,123.1781,105.922,19.02,10.0,25.03,25.99,9.999180793762207
1591.5418121814728,157.0482,135.151,170.5903,145.9319,113.7269,98.3426,123.1675,105.9354,19.02,9.999996,24.79,26.45,10.000697374343872
1601.546972990036,157.0639,135.1677,170.6158,145.947,113.7379,98.3544,123.1852,105.946,19.04,10.000003,24.3,25.51,10.005160808563232
1611.5476322174072,157.0819,135.1895,170.656,145.9766,113.7505,98.3697,123.2131,105.9669,19.02,10.000007,24.55,25.99,10.000659227371216
1621.549525976181,157.1022,135.1956,170.6877,145.9906,113.7647,98.374,123.2351,105.9767,19.02,10.000003,24.79,25.75,10.001893758773804
1631.5481746196747,157.1337,135.2157,170.6967,146.0332,113.7867,98.3882,123.2414,106.0066,19.01,10.00001,24.55,25.75,9.998648643493652
1641.5488457679749,157.1466,135.2335,170.7109,146.0332,113.7957,98.4008,123.2513,106.0066,19.0,10.000001,25.51,25.75,10.000671148300171
1651.546505689621,157.1708,135.2569,170.7471,146.0645,113.8127,98.4173,123.2765,106.0286,19.0,9.999999,24.79,25.51,9.997659921646118
1661.5499358177185,157.1798,135.2614,170.7352,146.0393,113.8189,98.4205,123.2682,106.0109,19.02,10.00001,25.28,25.75,10.003430128097534
1671.549614906311,157.1989,135.2864,170.7437,146.0769,113.8323,98.4382,123.2741,106.0373,19.0,9.999997,25.03,25.99,9.99967908859253
1681.5472753047943,157.2169,135.3154,170.7686,146.0785,113.8449,98.4586,123.2914,106.0385,19.0,10.000005,24.55,26.45,9.997660398483276
1691.549988269806,157.2288,135.3071,170.8043,146.1133,113.8532,98.4527,123.3162,106.0629,19.01,10.000004,24.55,26.45,10.002712965011597
1701.5476484298706,157.2406,135.3238,170.8354,146.1289,113.8614,98.4645,123.3378,106.0739,19.0,10.000011,25.28,25.99,9.997660160064697
1711.550632238388,157.2631,135.3533,170.8683,146.1452,113.8772,98.4854,123.3606,106.0853,19.0,10.000002,24.55,26.45,10.002983808517456
1721.5520853996277,157.2912,135.3633,170.8869,146.1357,113.8968,98.4924,123.3736,106.0786,19.0,10.000011,24.55,25.75,10.001453161239624
1731.5529973506927,157.3031,135.3767,170.8813,146.1956,113.9051,98.5019,123.3697,106.1207,19.02,10.000002,24.79,25.28,10.000911951065063
1741.5538663864136,157.3154,135.4012,170.9011,146.1709,113.9137,98.5192,123.3835,106.1034,19.0,10.000005,25.51,25.28,10.000869035720825
1751.5540716648102,157.3368,135.4224,170.939,146.2202,113.9287,98.5341,123.4098,106.138,19.0,10.000005,25.28,26.45,10.000205278396606
1761.556428194046,157.3537,135.4324,170.9356,146.2364,113.9405,98.5412,123.4074,106.1494,19.01,10.000009,24.79,25.99,10.00235652923584
1771.5563492774963,157.3897,135.4586,170.9849,146.2415,113.9657,98.5597,123.4417,106.1529,19.0,10.000014,25.28,26.45,9.999921083450317
1781.5481503009796,157.3998,135.4581,170.9962,146.2852,113.9728,98.5593,123.4495,106.1836,19.01,10.000007,25.51,25.99,9.991801023483276
1791.7485926151276,157.4235,135.4837,171.0075,146.316,113.9893,98.5774,123.4574,106.2053,19.01,10.200007,25.28,26.68,10.20044231414795
1801.7512428760529,157.4229,135.5071,171.0267,146.3283,113.9889,98.5939,123.4708,106.2139,19.0,10.000006,25.99,26.91,10.002650260925293
1811.7523732185364,157.4668,135.5149,171.0545,146.3507,114.0196,98.5994,123.4901,106.2297,19.01,10.000006,25.75,26.45,10.00113034248352
1821.7550466060638,157.4842,135.5266,171.0901,146.3608,114.0318,98.6077,123.5148,106.2367,19.0,10.000006,25.75,26.68,10.002673387527466
1831.7546904087067,157.5129,135.54,171.1179,146.4022,114.0518,98.6171,123.5341,106.2658,19.02,10.000006,25.51,26.68,9.999643802642822
1841.7553265094757,157.5236,135.5668,171.1003,146.3619,114.0593,98.636,123.5219,106.2375,19.02,10.000001,25.28,26.22,10.000636100769043
1851.7569193840027,157.5371,135.5863,171.157,146.4156,114.0687,98.6498,123.5613,106.2753,19.04,10.000008,25.75,25.99,10.001592874526978
1861.7568163871765,157.5709,135.5957,171.1575,146.4229,114.0924,98.6565,123.5617,106.2804,19.02,10.00001,25.75,26.22,9.999897003173828
1871.752331495285,157.594,135.632,171.1954,146.4537,114.1085,98.6821,123.588,106.302,19.01,10.000001,25.51,26.45,9.99551510810852
1881.749992132187,157.5985,135.6364,171.2073,146.4851,114.1116,98.6852,123.5963,106.3241,19.03,10.0,25.99,26.91,9.997660636901855
1891.7525250911713,157.6165,135.6576,171.2311,146.503,114.1242,98.7002,123.6128,106.3367,19.04,10.0,25.99,26.68,10.002532958984375
1901.7541165351868,157.6277,135.6593,171.2396,146.5052,114.1321,98.7013,123.6187,106.3382,19.03,10.000006,25.75,26.91,10.001591444015503
1911.755889415741,157.6576,135.6743,171.2673,146.5215,114.1529,98.712,123.638,106.3496,19.03,10.000004,25.75,26.22,10.0017728805542
1921.7572531700134,157.6666,135.6911,171.2809,146.5377,114.1592,98.7238,123.6474,106.361,19.01,10.0,25.28,27.36,10.001363754272461
