,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Time,R0,R1,R2,R3,V0,V1,V2,V3,Temperature,Sample Time,Cap,Motor Position,Calculated Strain,Corrected R b,Corrected R a,Delta,R,angle,strain_aprox,Passive Corrected R,Passive Corrected R b
348,348,348,348,83.88995099067687,668.0917,1030.4626,962.2703,193955.0312,1371.0055,1725.7504,1669.3169,3284.0837,24.85,0.199986,64.0,4263.0,8.896219685441067e-05,1649.9808874707874,1649.7472973016265,379.0,11.288118259894464,0.016389097477056268,0.0001883712913687365,0.022771311048245483,141.7856865618378
349,349,349,349,84.09014177322388,668.0815,1030.4659,962.2858,193913.1875,1370.9934,1725.7531,1669.3302,3284.0803,24.84,0.199985,64.0,4320.0,0.00010229150340497366,1649.9761644174496,1649.765764336362,436.0,9.812431302752293,0.01885391442775814,0.00021863750920326266,0.0305925943374632,158.65770471980795
350,350,350,350,84.2900528907776,668.0852,1030.4768,962.2789,193889.2969,1370.9977,1725.7617,1669.3243,3284.0784,24.84,0.199987,64.0,4383.0,0.0001170238948555959,1649.9869705894532,1649.780588287253,499.0,8.573646293587174,0.021578169059888856,0.00025267849099085333,0.039852520987437856,108.62913986248896
351,351,351,351,84.48158288002014,668.0717,1030.4606,962.2651,193928.1406,1370.9816,1725.7488,1669.3125,3284.0815,24.83,0.199986,64.0,4440.0,0.00013035320140615888,1649.9908504112616,1649.7684364573795,556.0,7.694747424460433,0.02404295368995672,0.0002840102140312174,0.0296365723999088,95.19691014708951
352,352,352,352,84.691570520401,668.0875,1030.4803,962.2757,193829.5469,1371.0005,1725.7645,1669.3215,3284.0735,24.84,0.199987,64.0,4498.0,0.00014391635544006509,1650.0019451365256,1649.7839750962592,614.0,6.9679372931596095,0.02655096140292616,0.00031641108916966715,0.042333015932058515,36.75718514574692
353,353,353,353,84.89149117469788,668.0839,1030.4779,962.2693,193940.0781,1370.9961,1725.7626,1669.316,3284.0825,24.86,0.199987,64.0,4560.0,0.0001584148994073441,1649.9848058428006,1649.7841506885202,676.0,6.328925278106508,0.02923191202953065,0.000351625919683137,0.04152876297541752,123.04447571281344
354,354,354,354,85.08119630813599,668.0891,1030.488,962.285,193916.1875,1371.0024,1725.7708,1669.3295,3284.0806,24.84,0.199986,64.0,4622.0,0.00017291344337462316,1649.9762361646806,1649.7956985676205,738.0,5.7972863441734415,0.03191283639289652,0.00038743944414057713,0.04932379502395179,158.62721604062244
355,355,355,355,85.28128051757812,668.0832,1030.4773,962.2785,193940.0781,1370.9954,1725.7621,1669.3239999999994,3284.0825,24.84,0.199987,64.0,4680.0,0.00018647659740852937,1649.9769182756545,1649.783947611615,796.0,5.3749268944723605,0.03442077198456508,0.0004214843908583537,0.04123904712264448,157.89509552298114
356,356,356,356,85.48283743858337,668.0897,1030.4744,962.2748,194032.7969,1371.0032,1725.7598,1669.3208,3284.0901,24.86,0.199987,64.0,4738.0,0.0002000397514424356,1649.9611099466504,1649.77076140276,854.0,5.009941051522248,0.03692868051364391,0.00045605321557626994,0.03545783718334405,236.59788538189605
357,357,357,357,85.67282199859619,668.0825,1030.469,962.2693,193990.9219,1370.9945,1725.7555,1669.316,3284.0867,24.84,0.199986,64.0,4800.0,0.0002145382954097146,1649.9743976471473,1649.7700449423608,916.0,4.670900139737992,0.03960951609513173,0.0004935853832176339,0.033249331269985305,173.8882757127285
358,358,358,358,85.89241099357605,668.0787,1030.4847,962.2753,193859.4062,1370.9899,1725.7681,1669.3212,3284.0759,24.83,0.199989,64.0,4853.0,0.00022693221202690474,1649.9961757825993,1649.8026701830279,969.0,4.415474180082558,0.041901170005816085,0.0005261438699586817,0.05063373092673373,65.10124080628157
359,359,359,359,86.0823109149933,668.0878,1030.4921,962.2734,193883.3125,1371.0009,1725.7739,1669.3196,3284.0779,24.86,0.199985,64.0,4920.0,0.00024259999341089985,1649.992911009733,1649.8045982112967,1036.0,4.129982285714285,0.044798126903641385,0.0005679286433875293,0.05400003701163314,81.81013019336388
360,360,360,360,86.29232716560364,668.075,1030.4945,962.2703,193946.0625,1370.9855,1725.7759,1669.3169,3284.083,24.85,0.199987,64.0,4978.0,0.000256163147444806,1649.982723439735,1649.824674482595,1094.0,3.911081734917733,0.04730590249640548,0.0006046649323431151,0.06207380427679255,132.81698656175286
361,361,361,361,86.47246074676514,668.0806,1030.4945,962.256,193916.1875,1370.9922,1725.7759,1669.3047,3284.0806,24.85,0.199987,64.0,5040.0,0.00027066169141208503,1650.0010992359269,1649.8177591204233,1156.0,3.7013781730103807,0.0499865869551961,0.0006445139089657777,0.059591531098362786,48.77200142201036
362,362,362,362,86.69367361068727,668.0809,1030.5039,962.2675,193820.6094,1370.9926,1725.7833,1669.3145,3284.0728,24.85,0.199986,64.0,5093.0,0.0002830556080292752,1650.010804901306,1649.8341118831347,1209.0,3.539169429693961,0.052278104292923414,0.0006790527808272826,0.06885855217797142,-3.242823814973235
363,363,363,363,86.88336062431334,668.0864,1030.4984,962.2703,193835.5312,1370.9993,1725.7791,1669.3169,3284.074,24.84,0.199989,64.0,5160.0,0.00029872338941327027,1650.0053497987433,1649.8175352433807,1276.0,3.353400539184953,0.05517487879794152,0.0007233409085264044,0.060920605306250764,22.285686561837792
364,364,364,364,87.0856671333313,668.0858,1030.4945,962.2729,193969.9688,1370.9984,1725.7759,1669.3192,3284.085,24.84,0.199987,64.0,5218.0,0.00031228654344717647,1649.9756005079305,1649.8113377646014,1334.0,3.207657254872564,0.057682487712702214,0.0007622441414711011,0.057286563146931264,166.57237476902083
365,365,365,365,87.2803225517273,668.0878,1030.5021,962.2684,193790.75,1371.0009,1725.7819,1669.3153,3284.0703,24.86,0.199985,64.0,5280.0,0.0003267850874144556,1650.0161455393936,1649.8223889587562,1396.0,3.065257455587392,0.06036298498341871,0.0008044093616260234,0.06400003701162403,-29.6929240510799
366,366,366,366,87.48199009895325,668.0841,1030.5013,962.2583,193865.3906,1370.9965,1725.7814,1669.3066,3284.0764,24.87,0.199987,64.0,5338.0,0.00034034824144836166,1650.0095257118396,1649.825534735916,1454.0,2.9430413053645115,0.06287049791014372,0.0008443958605753955,0.06484011036161519,6.68775637447834
367,367,367,367,87.67188143730164,668.0779,1030.5089,962.2639,193931.125,1370.989,1725.7874,1669.3114,3284.0818,24.84,0.199987,64.0,5400.0,0.00035484678541564075,1649.991268305599,1649.8467117279438,1516.0,2.8227401899736138,0.06555088806691603,0.0008877189788081875,0.07518834138079455,93.63557712873444
368,368,368,368,87.88177180290222,668.0862,1030.501,962.2643,193993.9062,1370.9989,1725.781,1669.3118,3284.0869,24.86,0.199989,64.0,5453.0,0.00036724070203283086,1649.978073482186,1649.8224077858679,1569.0,2.7274416064372207,0.06784214274830896,0.0009252274977710408,0.06360925791989303,157.93202146841213
369,369,369,369,88.0816719532013,668.0819,1030.5177,962.2767,193922.1562,1370.9938,1725.7944,1669.3224,3284.0811,24.84,0.199987,64.0,5520.0,0.000382908483416826,1649.9821302366074,1649.8574275099704,1636.0,2.6158088312958445,0.07073857060782089,0.0009732694616113412,0.08221528911064979,133.1545959948562
370,370,370,370,88.28156018257141,668.0792,1030.498,962.2726,194062.7188,1370.9906,1725.7787,1669.3188,3284.0925,24.86,0.199987,64.0,5578.0,0.0003964716374507322,1649.9568706899743,1649.8257147285626,1694.0,2.5263044970484057,0.0732458662700929,0.001015422058821832,0.06371209939300115,258.18594151409343
371,371,371,371,88.47264099121094,668.0769,1030.5122,962.2748,193969.9688,1370.9878,1725.79,1669.3208,3284.085,24.87,0.199988,64.0,5640.0,0.0004109701814180112,1649.9739715537612,1649.8538173911998,1756.0,2.4371678633257403,0.07592601516997108,0.0010610605025734702,0.07893160444825753,173.76978538185358
372,372,372,372,88.68296694755554,668.0787,1030.5122,962.2767,193928.1406,1370.9899,1725.79,1669.3224,3284.0815,24.85,0.199983,64.0,5698.0,0.00042453333545191743,1649.9809051868976,1649.8515945962076,1814.0,2.359300054024256,0.07843318956020985,0.0011042959233416568,0.07813373092665188,139.13899599481374
373,373,373,373,88.87227082252502,668.075,1030.5266,962.2647,193940.0781,1370.9855,1725.8015,1669.3121,3284.0825,24.84,0.199986,64.0,5760.0,0.0004390318794191965,1649.9887496546532,1649.8817811258914,1876.0,2.281388426439232,0.08111320432200599,0.0011510917852387054,0.09417380427669286,105.61916580749676
374,374,374,374,89.08215951919556,668.0651,1030.5117,962.2665,193928.1406,1370.9736,1725.7897,1669.3137,3284.0815,24.85,0.199987,64.0,5812.0,0.0004511919485530433,1649.9896501192004,1649.867499686697,1928.0,2.2199085020746887,0.08336090257908929,0.0011908009789099376,0.08366210864585355,100.50026533566415
375,375,375,375,89.27204155921936,668.0743,1030.5304,962.2722,193940.0781,1370.9847,1725.8046,1669.3185,3284.0825,24.86,0.199987,64.0,5880.0,0.00046709357742038166,1649.9823195363226,1649.8894055765936,1996.0,2.1443471983967934,0.08630012063771758,0.0012433629841642187,0.09828408842429326,134.02999717462808
376,376,376,376,89.48369884490967,668.0776,1030.5216,962.2697,193877.3438,1370.9886,1725.7975,1669.3164,3284.0774,24.86,0.199988,64.0,5932.0,0.00047925364655422863,1649.9973050134424,1649.8696755589026,2048.0,2.08995222265625,0.0885476952552955,0.0012840427048848686,0.08802132030120903,61.825420051813126
377,377,377,377,89.68350315093994,668.0806,1030.5295,962.267,193883.3125,1370.9922,1725.8038,1669.3141,3284.0779,24.84,0.199985,64.0,6000.0,0.0004951552754215669,1649.9983980340635,1649.880024736156,2116.0,2.0228562041587903,0.09148674669640117,0.0013378737649275825,0.09459153109844463,57.56622076034546
378,378,378,378,89.88349771499634,668.0743,1030.5295,962.2693,193928.1406,1370.9847,1725.8038,1669.316,3284.0815,24.86,0.199987,64.0,6057.0,0.0005084845819721299,1649.9872495403185,1649.8878045227273,2173.0,1.9698508810400368,0.09395028736035152,0.0013835508403988155,0.0973840884242918,111.10697571281344
379,379,379,379,90.08338832855223,668.0757,1030.526,962.2628,193865.3906,1370.9863,1725.8010000000006,1669.3105,3284.0764,24.85,0.199986,64.0,6120.0,0.0005232169734227522,1650.005667609167,1649.8798493248007,2236.0,1.9144118282647584,0.09667306508320588,0.0014346237841326133,0.09326352012965344,23.734255194664
380,380,380,380,90.2932357788086,668.0723,1030.53,962.2689,193940.0781,1370.9823,1725.8042,1669.3157,3284.0825,24.84,0.199987,64.0,6177.0,0.0005365462799733151,1649.9851487822134,1649.8911637863391,2293.0,1.8668791646314868,0.09913645350415344,0.0014813643749757113,0.09877061455927104,121.52923137322068
381,381,381,381,90.47326517105104,668.0717,1030.5388,962.2703,193865.3906,1370.9816,1725.8113,1669.3169,3284.0764,24.85,0.199987,64.0,6240.0,0.0005512786714239374,1649.999237478139,1649.9075593231553,2356.0,1.8170205297113748,0.10185905838948453,0.0015336126894162773,0.10783657239983313,52.145086561795324
382,382,382,382,90.69458198547363,668.071,1030.5339,962.2597,193964.0156,1370.9807,1725.8074,1669.3079,3284.0845,24.85,0.199986,64.0,6297.0,0.0005646079779745004,1649.9881362169767,1649.8997070232342,2413.0,1.7741551116866967,0.10432228630059637,0.0015814166251206375,0.1032468565471163,110.61611156305298
383,383,383,383,90.884459733963,668.0715,1030.5378,962.2744,193993.9062,1370.9812,1725.8105,1669.3204,3284.0869,24.87,0.199989,64.0,6360.0,0.0005793403694251228,1649.9694142642675,1649.9060273859563,2476.0,1.7290752374798062,0.10704470921314377,0.0016348401194576925,0.10692522501346956,196.1919410424307
384,384,384,384,91.0843861103058,668.0674,1030.5525,962.2697,193883.3125,1370.9764,1725.8223,1669.3164,3284.0779,24.86,0.199985,64.0,6417.0,0.0005926696759756858,1649.996083191224,1649.9372401717756,2533.0,1.6902222836557441,0.10950776835082243,0.0016837072252592071,0.12344260359043345,67.79412005189806
385,385,385,385,91.28422594070436,668.0641,1030.5497,962.2602,193931.125,1370.9725,1725.8199,1669.3082,3284.0818,24.86,0.199987,64.0,6480.0,0.0006074020674263078,1649.9944405184076,1649.9363345401232,2596.0,1.6492660277349769,0.11223000015899352,0.0017383057039841265,0.12210537171347367,79.61956698773429
386,386,386,386,91.48567962646484,668.0658,1030.5525,962.2569,193946.0625,1370.9745,1725.8223,1669.3054,3284.083,24.85,0.199987,64.0,6537.0,0.0006207313739768709,1649.9942119757245,1649.9392160226835,2653.0,1.6138877514134942,0.1146928822630428,0.0017882358008695358,0.1241518244986537,82.05630118632689
387,387,387,387,91.67556047439577,668.0671,1030.5645,962.2726,193874.3438,1370.9761,1725.8318,1669.3188,3284.0771,24.85,0.199988,64.0,6600.0,0.0006354637654274933,1649.9954328220554,1649.9589567143084,2716.0,1.5765144801178201,0.1174149138390959,0.0018440090637789515,0.13557558251068258,69.81094151409343
388,388,388,388,91.88555932044984,668.0616,1030.5521,962.2592,193946.0625,1370.9694,1725.8219,1669.3074,3284.083,24.85,0.199985,64.0,6657.0,0.0006487930719780558,1649.9922400514574,1649.9436911086254,2773.0,1.5441650791561483,0.1198776106528868,0.0018950019684900413,0.12561352938257642,90.7689561387524
389,389,389,389,92.07539987564087,668.0681,1030.563,962.2712,193913.1875,1370.9772,1725.8306,1669.3176,3284.0803,24.85,0.199987,64.0,6719.0,0.0006632916159453353,1649.988681583737,1649.9550535806861,2835.0,1.5104563007054674,0.12255623022614714,0.0019510410607899394,0.1336323194433362,103.35128632560372
390,390,390,390,92.28777742385864,668.0697,1030.5615,962.262,194023.8125,1370.9791,1725.8293,1669.3098,3284.0894,24.85,0.199986,64.0,6777.0,0.0006768547699792412,1649.9739232341924,1649.9504094992974,2893.0,1.48023149827169,0.12506193614375033,0.0020040053357269503,0.13142309853503775,179.12566651543602
391,391,391,391,92.478835105896,668.0691,1030.5693,962.2588,193955.0312,1370.9784,1725.8357,1669.307,3284.0837,24.85,0.199989,64.0,6839.0,0.0006913533139465204,1649.9907470255216,1649.9650251799164,2955.0,1.4492355372250425,0.12774034074694082,0.0020612001578196467,0.13948905637562348,98.22241179924458
392,392,392,392,92.67902851104736,668.0651,1030.5758,962.2656,193865.3906,1370.9736,1725.8408,1669.3129,3284.0764,24.87,0.199985,64.0,6897.0,0.0007049164679804263,1650.0032670210544,1649.9815269082812,3013.0,1.4213953151344174,0.1302458413671442,0.002115245501262543,0.14776210864590664,34.340965571813285
393,393,393,393,92.87891983985901,668.075,1030.557,962.2588,194086.6562,1370.9855,1725.8258,1669.307,3284.0945,24.85,0.199989,64.0,6954.0,0.0007182457745309893,1649.9638018017872,1649.9358597858734,3070.0,1.395061058631922,0.1327080441057949,0.002168868040073594,0.12457380427679254,229.84741179924458
394,394,394,394,93.0788028240204,668.0662,1030.5748,962.2675,193946.0625,1370.9749,1725.84,1669.3145,3284.083,24.85,0.199985,64.0,7017.0,0.0007329781659816117,1649.9851240161227,1649.9783897340435,3133.0,1.367070808969039,0.135429308963042,0.002228722054864313,0.14627451927162838,122.21027618506923
395,395,395,395,93.27871489524841,668.0662,1030.5812,962.2542,193877.3438,1370.9749,1725.8451,1669.3031,3284.0774,24.87,0.199989,64.0,7074.0,0.0007463074725321747,1650.010594014426,1649.9897738265256,3190.0,1.342700015673981,0.1378912977497308,0.002283406731722097,0.15267451927161346,3.10970189422369
396,396,396,396,93.48038601875305,668.0651,1030.5931,962.262,193931.125,1370.9736,1725.8546,1669.3098,3284.0818,24.84,0.199985,64.0,7137.0,0.000761039863982797,1649.9928972782204,1650.0122991053354,3253.0,1.3167586856747615,0.14061232158022735,0.00234443457739216,0.1650621086458841,86.43816651543602
397,397,397,397,93.67969584465028,668.0592,1030.5753,962.2639,193850.4688,1370.9666,1725.8405,1669.3114,3284.0752,24.86,0.199989,64.0,7199.0,0.0007755384079500758,1650.0077790689527,1649.9879235201224,3315.0,1.2921929449472098,0.14329002746886807,0.002405095305410629,0.14987736074465374,12.979377128649503
398,398,398,398,93.88604593276978,668.0589,1030.5714,962.261,193835.5312,1370.9662,1725.8373,1669.309,3284.074,24.86,0.199986,64.0,7257.0,0.0007891015619839822,1650.0133231686746,1649.981356745448,3373.0,1.2700307039727243,0.14579486187664084,0.00246238264080845,0.14611033966491505,-12.943744333460927
399,399,399,399,94.07588863372804,668.0602,1030.5906,962.262,194017.8281,1370.9678,1725.8527,1669.3098,3284.0889,24.85,0.199985,64.0,7319.0,0.0008036001059512612,1649.9751483129846,1650.0139034061897,3435.0,1.2471687372634643,0.14847231694127747,0.002524198227656356,0.16473409767706926,173.1412665154785
400,400,400,400,94.28585243225098,668.0549,1030.5896,962.2602,193916.1875,1370.9614,1725.8518,1669.3082,3284.0806,24.86,0.199987,64.0,7377.0,0.0008171632599851675,1649.9974983309307,1650.0186697829474,3493.0,1.2265174705124535,0.1509769125197266,0.002582565808186561,0.16608339193533084,64.68206698773429
401,401,401,401,94.47713279724121,668.0554,1030.5836,962.2614,193877.3438,1370.9619,1725.8470000000002,1669.3093,3284.0774,24.85,0.199989,64.0,7439.0,0.0008316618039524465,1650.004421032508,1650.0073799301435,3555.0,1.2051881891701828,0.15365410780904254,0.0026455360246385572,0.15986176040144073,30.384100006427616
402,402,402,402,94.68735194206238,668.0616,1030.5964,962.2675,194002.8906,1370.9694,1725.8573,1669.3145,3284.0876,24.85,0.199984,64.0,7497.0,0.0008452249579863528,1649.9734907530524,1650.0224910109334,3613.0,1.1858986671740936,0.15615845618677832,0.002704983633719291,0.16991352938237014,179.0383761851117
403,403,403,403,94.87723278999329,668.0504,1030.5916,962.2556,193859.4062,1370.9559,1725.8534,1669.3043,3284.0759,24.86,0.199989,64.0,7559.0,0.0008597235019536317,1650.0130656127396,1650.0277844119305,3675.0,1.1659531462585029,0.1588353827546813,0.002769108245965558,0.17007807573929767,-9.524542917497456
404,404,404,404,95.08713936805724,668.0589,1030.5955,962.2602,193964.0156,1370.9662,1725.8566,1669.3082,3284.0845,24.85,0.199984,64.0,7617.0,0.000873286655987538,1649.9877075386341,1650.024224464987,3733.0,1.1478951632735064,0.16133947556528466,0.0028296356627290488,0.17021033966477714,112.51016698777676
405,405,405,405,95.27697372436523,668.0626,1030.6028,962.2679,193922.1562,1370.9706,1725.8624,1669.3149,3284.0811,24.84,0.199989,64.0,7679.0,0.000887785199954817,1649.9896748785966,1650.0326396581283,3795.0,1.1292031653491437,0.16401612447108488,0.002894914432380249,0.175870266314746,99.81922052474692
406,406,406,406,95.48845863342285,668.0583,1030.6019,962.2633,193931.125,1370.9655,1725.8617,1669.3109,3284.0818,24.86,0.199985,64.0,7737.0,0.0009013483539887233,1649.9917827176585,1650.0363490023706,3853.0,1.1122626017389046,0.16651995335327407,0.00295652143167672,0.17687629750537326,91.36271061934531
407,407,407,407,95.6783525943756,668.0504,1030.6005,962.2538,193892.2812,1370.9559,1725.8605,1669.3027,3284.0786,24.84,0.199989,64.0,7799.0,0.0009158468979560023,1650.0078791966391,1650.0436147994574,3915.0,1.0947097349936143,0.16919631566186266,0.0030229541157692466,0.17897807573933733,16.531857554335147
408,408,408,408,95.87822914123535,668.0461,1030.601,962.2675,193907.2188,1370.9508,1725.8608,1669.3145,3284.0798,24.84,0.199987,64.0,7857.0,0.0009294100519899086,1649.993075603756,1650.0498143832351,3973.0,1.0787861476214446,0.1716998722596598,0.003085640468172309,0.1813841069300679,83.3665761849843
409,409,409,409,96.07811784744264,668.0537,1030.601,962.274,193937.0938,1370.96,1725.8608,1669.3201,3284.0823,24.85,0.199987,64.0,7919.0,0.0009439085959571877,1649.9813872250852,1650.0404288568025,4035.0,1.062271527261462,0.17437593904168616,0.003153226819172637,0.1780153076164197,137.86429670266807
410,410,410,410,96.28803491592407,668.0481,1030.6005,962.2542,193904.2188,1370.9532,1725.8605,1669.3031,3284.0796,24.85,0.199987,64.0,7977.0,0.000957471749991094,1650.0050925556002,1650.0464551589048,4093.0,1.0472761603957976,0.17687921500458326,0.003216992290983195,0.1799975807947476,29.98470189422369
411,411,411,411,96.47966051101685,668.0524,1030.6073,962.2633,193802.6875,1370.9584,1725.866,1669.3109,3284.0713,24.85,0.199984,64.0,8039.0,0.0009719702939583727,1650.0180744174606,1650.0532398524686,4155.0,1.0317104723225028,0.17955497733663267,0.003285732056794032,0.1848915496040036,-37.07478938065469
412,412,412,412,96.68957638740541,668.0549,1030.6057,962.2449,193937.0938,1370.9614,1725.8647,1669.2952,3284.0823,24.84,0.19999,64.0,8097.0,0.000985533447992279,1650.0063363175586,1650.0473066773325,4213.0,1.0175646058628056,0.1820579643197577,0.003350576410045982,0.18218339193538213,27.630270999390632
413,413,413,413,96.87944769859314,668.0449,1030.6122,962.2665,193984.9375,1370.9493,1725.8699,1669.3137,3284.0862,24.87,0.199984,64.0,8159.0,0.001000031991959558,1649.9780232948224,1650.0712172516385,4275.0,1.0028684941520467,0.18473341328452852,0.0034204693340104692,0.19311602261109329,157.29716533562168
414,414,414,414,97.09355783462523,668.0494,1030.6166,962.2614,193961.0156,1370.9548,1725.8734,1669.3093,3284.0842,24.86,0.199987,64.0,8216.0,0.001013361298510121,1649.9872928387872,1650.0734859585464,4332.0,0.9897294810710988,0.18719295436420166,0.003485251306895482,0.19552133880699785,114.05590000655502
415,415,415,415,97.28728294372559,668.0366,1030.6161,962.2496,193865.3906,1370.9395,1725.8729999999994,1669.2992,3284.0764,24.85,0.199987,64.0,8279.0,0.0010280936899607432,1650.016984761501,1650.0884040155124,4395.0,0.9756047810011376,0.1899112296352915,0.003557438147383368,0.2006951060719757,-26.268808010965586
416,416,416,416,97.47888612747192,668.0465,1030.6182,962.2665,194032.7969,1370.9513,1725.8746,1669.3137,3284.0901,24.85,0.199986,64.0,8341.0,0.0010425922339280225,1649.9682259279984,1650.0799130696585,4457.0,0.9620950021314784,0.1925861863220568,0.003629079527873664,0.1984068017028449,205.15656533557922
417,417,417,417,97.6888313293457,668.0471,1030.6187,962.2487,193865.3906,1370.9520000000002,1725.875,1669.2983,3284.0764,24.86,0.199987,64.0,8399.0,0.0010561553879619282,1650.0177563911764,1650.080061408272,4515.0,0.9497934911406424,0.19508840915127248,0.0036966379846681283,0.1986408438623357,-29.678107774816453
418,418,418,418,97.87863945961,668.0442,1030.6172,962.2527,193817.625,1370.9485,1725.8739,1669.3019,3284.0725,24.85,0.199987,64.0,8461.0,0.0010706539319292076,1650.0241046903175,1650.0809748334796,4577.0,0.9369891772995412,0.19776303005711213,0.003769431857254925,0.1984263067582788,-62.29126437893137
419,419,419,419,98.0785219669342,668.034,1030.6221,962.2651,193757.9219,1370.9363,1725.8778,1669.3125,3284.0676,24.87,0.199987,64.0,8519.0,0.0010842170859631137,1650.0256946931054,1650.1022865646692,4635.0,0.9253218149946062,0.2002649346075968,0.00383806832482568,0.20784759004777695,-75.02178985299543
420,420,420,420,98.28850054740906,668.0519,1030.6266,962.262,193916.1875,1370.9579,1725.8813,1669.3098,3284.0806,24.85,0.199987,64.0,8576.0,0.0010975463925136768,1649.995955090744,1650.0881845902868,4692.0,0.914137346973572,0.20272355009923795,0.0039060289566479572,0.2044131811379657,71.50066651543602
421,421,421,421,98.48015213012695,668.0415,1030.627,962.2551,193883.3125,1370.9453,1725.8817,1669.3038,3284.0779,24.85,0.199987,64.0,8639.0,0.0011122787839642988,1650.008600566942,1650.1017394346607,4755.0,0.9020883307045215,0.205440788792505,0.0039817286380326895,0.2094231170407284,12.487701658159494
422,422,422,422,98.69006228446959,668.0494,1030.6221,962.2656,193922.1562,1370.9548,1725.8778,1669.3129,3284.0811,24.85,0.199989,64.0,8696.0,0.0011256080905148616,1649.9916467850348,1650.0832682908692,4812.0,0.8914594081463009,0.20789907940460486,0.004050748318913929,0.20102133880698148,91.10656557185575
423,423,423,423,98.87263131141664,668.038,1030.6354,962.2532,193913.1875,1370.941,1725.8884,1669.3022,3284.0803,24.85,0.199985,64.0,8759.0,0.001140340481965484,1650.0041139679665,1650.1210016898829,4875.0,0.8800016025641025,0.21061595450769285,0.0041276183856931185,0.21937453777729846,35.16529104532674
424,424,424,424,99.08251023292542,668.0366,1030.6443,962.2579,194002.8906,1370.9395,1725.8955,1669.3063,3284.0876,24.86,0.199987,64.0,8816.0,0.0011536697885160473,1649.9817213536976,1650.1385595279205,4932.0,0.8698879383617194,0.2130739120758683,0.0041976968567300574,0.2288951060719455,142.67251203488559
425,425,425,425,99.2724039554596,668.0366,1030.6388,962.261,193907.2188,1370.9395,1725.8911,1669.309,3284.0798,24.84,0.199989,64.0,8819.0,0.0011543713309660768,1649.9986483972996,1650.1287776638064,4935.0,0.8693621301925024,0.21320327381843407,0.004201399126735939,0.2233951060719619,58.7438556663692
426,426,426,426,99.48379898071288,668.039,1030.631,962.2556,193841.5,1370.9423,1725.8849,1669.3043,3284.0745,24.85,0.199984,64.0,8819.0,0.0011543713309660768,1650.0167310726945,1650.1119410989547,4935.0,0.8693621301925024,0.21320327381843407,0.004201399126735939,0.2145312747098842,-27.430742917582393
427,427,427,427,99.67371249198914,668.0319999999998,1030.6359,962.2656,193817.625,1370.934,1725.8888,1669.3129,3284.0725,24.85,0.199987,64.0,8799.0,0.0011496943812992124,1650.013044779899,1650.1293007529293,4915.0,0.8728796770091556,0.21234085378225148,0.0041767436371055264,0.22253411618305566,-13.424634428229183
428,428,428,428,99.88358163833618,668.0449,1030.6443,962.2633,193898.25,1370.9493,1725.8955,1669.3109,3284.0791,24.84,0.199987,64.0,8741.0,0.0011361312272653065,1649.9985124490722,1650.1283094047726,4857.0,0.8832448475396335,0.20983972421608352,0.004105592818516692,0.2252160226109936,58.48771061934531
429,429,429,429,100.07350254058838,668.0363,1030.6349,962.2633,193850.4688,1370.9391,1725.8881,1669.3109,3284.0752,24.85,0.199989,64.0,8679.0,0.0011216326832980273,1650.0082934810114,1650.122211851368,4795.0,0.8946029223149115,0.2071659213764414,0.004030110865829942,0.21962808499233688,10.70651061926037
430,430,430,430,100.28336429595949,668.0386,1030.6221,962.2556,193889.2969,1370.9418,1725.8778,1669.3043,3284.0784,24.85,0.199985,64.0,8621.0,0.0011080695292641212,1650.006946848648,1650.0966057356686,4737.0,0.9054981179016256,0.20466445413458406,0.003960037451344128,0.2058085799368428,20.36615708237514
431,431,431,431,100.47331404685974,668.039,1030.6241,962.2527,193850.4688,1370.9423,1725.8794,1669.3019,3284.0752,24.88,0.199989,64.0,8559.0,0.0010935709852968425,1650.0173814802795,1650.0996689353772,4675.0,0.9174444518716576,0.20199029477119151,0.0038857073475283173,0.20763127470979725,-29.44746437901631
432,432,432,432,100.69463920593262,668.0419,1030.6141,962.2625,193844.4844,1370.9458,1725.8715,1669.3102,3284.0747,24.84,0.199985,64.0,8501.0,0.0010800078312629359,1650.0102043903562,1650.078301497084,4617.0,0.9289112723630064,0.19948849816223888,0.0038167115999732703,0.19634581181378508,1.6916219401173294
433,433,433,433,100.87455058097841,668.0356,1030.6182,962.2602,193975.9531,1370.9382,1725.8746,1669.3082,3284.0854,24.86,0.199987,64.0,8434.0,0.0010643400498789408,1649.9852638193631,1650.0933740687626,4550.0,0.9425222527472528,0.1965982974052465,0.003737658116096207,0.20323836913951251,124.44766698777676
434,434,434,434,101.08442425727844,668.0458,1030.6266,962.2656,193817.625,1370.9504,1725.8813,1669.3129,3284.0725,24.84,0.199987,64.0,8381.0,0.0010519461332617508,1650.013044779899,1650.0957177220102,4497.0,0.95357716355348,0.1943118734993921,0.0036756158016850006,0.20711708585031371,-13.424634428229183
435,435,435,435,101.27434682846071,668.0363,1030.6113,962.2684,193850.4688,1370.9391,1725.8691,1669.3153,3284.0752,24.86,0.199988,64.0,8319.0,0.0010374475892944717,1650.003920988732,1650.0802370920792,4435.0,0.9668454594137542,0.1916370277509159,0.003603590227148608,0.19602808499234925,30.025875948835164
